PWS_NAME,PWSID,WDCODE,SOURCE,CONNECTIONS,TYPE,AREA,OWNERSHIP,Shape_STAr,Shape_STLe,Basin_count,BasinNo,AB3030,ABTOC,Abmonth,SB1938,SBTOC,Sbmonth,no.irwms,IWRM,MPTOC1,name.irwm1,IRWMorg1,MPTOC2,name.irwmp2,IRWMorg2,MPTOC3,name.irwmp3,IRWMorg3,member
Oxnard  City Of,5610007,1827,Surface Water Purchased,39760,Community,Residential Area,Local,72733359.13,91027.11974,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Pacheco Water District,NA,1829,NA,NA,NA,NA,NA,19222767.22,22677.14835,NA,NA,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Pacific Reefs Water District,NA,4059,NA,NA,NA,NA,NA,193077.4415,2098.009731,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Padre Dam Municipal Water District,3710037,1838,Surface Water Purchased,23379,Community,Other Residential Area,Local,228298729.1,146378.9912,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pajaro Community Service District,2710020,1840,Groundwater,461,Community,Residential Area,Local,25245919.54,54468.23536,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pajaro Sunny Mesa Community Service District,NA,4141,NA,NA,NA,NA,NA,7142154.624,21045.55988,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pajaro Valley Water Management Agency,NA,1842,NA,NA,NA,NA,NA,319805569.9,118639.418,NA,NA,0,NA,NA,1,2/1/2002,NA,1,1,8/1/2014,Pajaro,3,,,NA,,,,NA
Palm Desert  City Of,NA,1844,NA,NA,NA,NA,NA,48998338.55,48605.34386,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Palm Ranch Irrigation District,1910103,1845,Surface Water Purchased,1676,Community,Residential Area,Local,4497830.237,14895.33186,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Palm Springs  City Of,NA,1846,NA,NA,NA,NA,NA,181432904.1,107760.313,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Palmdale Water District,1910102,1849,Surface Water,26915,Community,Residential Area,Local,339462251.6,306636.1547,NA,NA,0,NA,NA,0,NA,NA,NA,1,10/1/2007,Antelope Valley,12,,,NA,,,,NA
Palmer Creek Community Services District,1206004,1850,Groundwater,128,Community,Residential Area,Local,936307.6708,4512.229935,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Palo Alto  City Of,4310009,1851,Surface Water Purchased,19344,Community,Residential Area,Local,63289385.16,89233.84839,NA,NA,0,NA,NA,0,NA,NA,1,1,11/1/2006,Bay Area,19,,,NA,,,,NA
Palo Verde County Water District,1300616,NA,Groundwater,134,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Panoche Water District,1000345,1855,Surface Water,46,Community,Other Residential Area,Local,161686901.6,71479.92147,NA,NA,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Paradise Irrigation District,410007,1859,Surface Water,10063,Community,Wholesaler (Sells Water),Local,46093112.31,29904.14774,NA,NA,0,NA,NA,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Paradise Pines District,NA,1861,NA,NA,NA,NA,NA,15509063.68,26734.51265,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Paramount  City Of,1910105,1866,Surface Water Purchased,7356,Community,Residential Area,Local,12888686.14,20110.02984,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Parlier  City Of,1010025,1871,Groundwater,2505,Community,Residential Area,Local,6114753.848,10852.09188,NA,NA,0,NA,NA,0,NA,NA,1,1,10/17/2012,Kings Basin,17,,,NA,,,,NA
Pasadena  City Of,1910124,1873,Surface Water Purchased,36314,Community,Residential Area,Local,63524627.42,74178.94729,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Paskenta Community Service District,NA,1874,NA,NA,NA,NA,NA,1087927.576,5733.418321,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Paso Robles  City Of,4010007,1875,Surface Water Purchased,10626,Community,Residential Area,Local,44346210.76,56331.73608,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
Paso Robles Groundwater Basin,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,3-4.06,0,NA,NA,1,3/1/2011,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Patterson  City Of,5010017,1877,Groundwater,6268,Community,Residential Area,Local,55643616.39,61164.17849,NA,NA,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Patterson Tract Community Service District,NA,1878,NA,NA,NA,NA,NA,315340.7825,2484.008376,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Patterson Water District,NA,1879,NA,NA,NA,NA,NA,52250223.63,60221.79904,NA,NA,1,5/21/1996,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pauma Municipal Water District,NA,1880,NA,NA,NA,NA,NA,18250019.47,56112.02755,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Perris  City Of,3310029,1888,Surface Water Purchased,2350,Community,Residential Area,Local,7494370.073,14252.11642,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pescadero Water District,NA,1893,NA,NA,NA,NA,NA,319889.7164,4679.975963,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Petaluma  City Of,4910006,1894,Groundwater,19125,Community,Wholesaler (Sells Water),Local,35380351.37,52226.96574,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Phelan Pinon Hills Community Services District,3610120,1896,Groundwater,6783,Community,Residential Area,Local,27930279.06,38010.76389,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Phillipsville Community Services District,NA,1897,NA,NA,NA,NA,NA,607126.3727,4143.927612,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pico Rivera  City Of,1910042,1899,Groundwater,9391,Community,Residential Area,Local,9526264.943,39248.02306,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Pico Water District,1910125,1900,Groundwater,5311,Community,Residential Area,Local,7551630.151,21816.99189,NA,NA,0,NA,NA,0,NA,NA,1,1,6/13/2007,Gateway,29,,,NA,,,,NA
Pine Acres Community Service District,NA,1904,NA,NA,NA,NA,NA,2870995.963,10762.90703,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pine Cove Water District,3310030,1905,Groundwater,1093,Community,Other Residential Area,Local,14491298.77,18642.99582,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pine Grove Community Service District,310005,1908,Surface Water Purchased,360,Community,Residential Area,Local,3980100.712,19550.74286,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pine Grove Irrigation District,NA,1909,NA,NA,NA,NA,NA,5790284.982,12056.41067,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pinedale County Water District,1010026,1914,Groundwater,3370,Community,Residential Area,Local,5119702.256,17654.37742,17,5-22.08,0,NA,NA,1,12/1/2006,59,NA,0,NA,NA,NA,,,NA,,,,600000
Pinedale County Water District,1010026,1914,Groundwater,3370,Community,Residential Area,Local,5119702.256,17654.37742,26,5-22.07,0,NA,NA,1,12/1/2006,59,NA,0,NA,NA,NA,,,NA,,,,600000
Pinon Valley Water Company,1500540,NA,Groundwater,43,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pinyon Pines County Water District,3301512,1917,Groundwater,82,Community,Residential Area,Local,856012.6301,5574.851813,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pismo Beach  City Of,4010008,1923,Surface Water Purchased,4834,Community,Residential Area,Local,9061190.732,31224.29239,NA,NA,0,NA,NA,0,NA,NA,1,1,10/11/2005,San Luis Obispo County,26,,,NA,,,,NA
Pittsburg  City Of,710008,1925,Surface Water Purchased,17429,Community,Residential Area,Local,41173596.66,49495.9452,NA,NA,0,NA,NA,0,NA,NA,1,1,7/1/2005,East Contra Costa County,9,,,NA,,,,NA
Pixley Irrigation District,NA,1926,NA,NA,NA,NA,NA,282783869.8,114219.0108,NA,NA,1,3/24/1995,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pixley Public Utilities District,5410009,NA,Groundwater,823,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,,,NA
Placer County Water Agency,3110005,4680,Surface Water & Groundwater,32991,Community,Residential Area,Local,56709693.58,1353775.183,NA,NA,0,NA,NA,1,11/6/2003,NA,2,1,7/11/2013,American River Basin IRWMP,21,12/21/2006,CABY,30,,,,NA
Placerville  City Of,910003,1928,Surface Water Purchased,2560,Community,Residential Area,Local,9028939.51,16635.31972,NA,NA,0,NA,NA,0,NA,NA,1,1,5/30/2014,CABY,30,,,NA,,,,NA
Plainsburg Irrigation District,NA,1929,NA,NA,NA,NA,NA,20060369.66,30449.0065,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Plainview Public Utilities District,NA,1931,NA,NA,NA,NA,NA,152078.3215,1552.931472,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Planada Community Service District,2410007,1932,Groundwater,1095,Community,Residential Area,Local,4415525.723,12928.55204,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pleasant Grove Verona Municipal Water District,NA,1936,NA,NA,NA,NA,NA,30320042.37,29816.53115,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pleasanton  City Of,110008,1940,Surface Water Purchased,21882,Community,Residential Area,Local,57233950.79,67499.57993,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Plumas County Flood Control And Water Conservation District,3210002,4322,Surface Water,1058,Community,Wholesaler (Sells Water),Local,6669795978,591924.012,NA,NA,0,NA,NA,0,NA,NA,1,1,2007,Upper Feather River Watershed,4,,,NA,,,,NA
Plumas Eureka Community Service District,NA,1942,NA,NA,NA,NA,NA,2184556.774,7699.476796,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Plumas Lake (census designated place),5805001,NA,Groundwater,2398,Community,Residential Area,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Plumas Water District,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,5-21.61,0,NA,NA,0,NA,NA,1,1,5/14/2014,Northern Sacramento Valley,14,,,NA,,,,NA
Plymouth  City Of,310004,3086,Surface Water Purchased,480,Community,Residential Area,Local,1733840.933,7360.997149,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Pomona  City Of,1910126,1945,Surface Water,28956,Community,Residential Area,Local,57932526.23,47083.28484,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Ponderosa Community Services District,5400934,1948,Groundwater,116,Community,Residential Area,Local,1018336.041,5548.871223,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Poplar Community Service District,5410026,1952,Groundwater,595,Community,Residential Area,Local,2061317.611,8767.526327,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Port Hueneme  City Of,5610009,1953,Surface Water Purchased,5819,Community,Residential Area,Local,29067271.76,45712.68079,NA,NA,0,NA,NA,0,NA,NA,1,1,11/29/2006,Watersheds Coalition of Ventura County,33,,,NA,,,,NA
Port Hueneme Water Agency,5610080,1954,Surface Water Purchased,15,Community,Wholesaler (Sells Water),Local,29068750.17,45711.15842,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Porterville  City Of,5410010,1956,Groundwater,15576,Community,Residential Area,Local,34506838.04,144899.6608,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Porterville Irrigation District,NA,1958,NA,NA,NA,NA,NA,69293558.48,55539.60458,NA,NA,1,3/24/1995,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Portola  City Of,3210003,1960,Surface Water Purchased,993,Community,Residential Area,Local,5107060.883,12098.02748,NA,NA,0,NA,NA,0,NA,NA,1,1,11/18/2016,Upper Feather River Watershed,36,,,NA,,,,NA
Potter Valley Irrigation District,NA,1963,NA,NA,NA,NA,NA,30175868.58,54767.55053,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Poway  City Of,3710015,1964,Surface Water,13779,Community,Residential Area,Local,60411732.97,49333.41787,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Princeton Water District,NA,1970,NA,NA,NA,NA,NA,443733.4621,2963.564683,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Princeton-Codora-Glenn Irrigation District,NA,1969,NA,NA,NA,NA,NA,414366.9721,3245.03778,57,5-21.52,1,10/19/1995,33.5,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Proberta Water District,NA,1971,NA,NA,NA,NA,NA,72383.45378,10340.27069,NA,NA,0,NA,NA,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Provident Irrigation District,NA,1972,NA,NA,NA,NA,NA,8675885.277,16316.39662,57,5-21.52,1,10/19/1995,33.5,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Purissima Hills Water District,4310021,1979,Surface Water Purchased,2115,Community,Residential Area,Local,23263789.11,35875.39301,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Quail Valley Water District,1503226,1982,Groundwater,70,Community,Residential Area,Local,53028311.87,35764.27393,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Quartz Hill Water District,1910130,1983,Surface Water Purchased,5832,Community,Residential Area,Local,19275211.28,48841.83995,NA,NA,0,NA,NA,0,NA,NA,1,1,10/1/2007,Antelope Valley,12,,,NA,,,,NA
Questhaven Municipal Utility District,NA,1985,NA,NA,NA,NA,NA,2584451.269,8012.734482,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Quincy Community Services District,3210004,1986,Groundwater,768,Community,Other Area,Local,4289369.359,13916.90929,NA,NA,0,NA,NA,0,NA,NA,1,1,11/18/2016,Upper Feather River Watershed,36,,,NA,,,,NA
Rabb Park Community Service District,310015,4145,Surface Water Purchased,108,Community,Residential Area,Local,454038.3528,2957.970782,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rag Gulch Water District,NA,1989,NA,NA,NA,NA,NA,994959.9514,4219.30965,21,5-22.14,0,NA,NA,1,6/20/2006,54,NA,0,NA,NA,NA,,,NA,,,,70
Rag Gulch Water District,NA,1989,NA,NA,NA,NA,NA,994959.9514,4219.30965,27,5-22.12,0,NA,NA,1,6/20/2006,54,NA,0,NA,NA,NA,,,NA,,,,70
Rainbow Municipal Water District,3710016,1990,Surface Water Purchased,7132,Community,Other Residential Area,Local,207068260.1,138085.1369,NA,NA,0,NA,NA,1,5/1/2005,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rains Creek Water District,4900611,1991,Groundwater,64,Community,Residential Area,Local,1282532.457,9916.654767,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Raisin City Water District,NA,1992,NA,NA,NA,NA,NA,209128963.6,69249.97851,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Ramirez Water District,NA,1995,NA,NA,NA,NA,NA,23676785.41,28252.36903,121,5-21.60,1,3/1/2005,146,1,12/28/2010,108,1,1,2/1/2008,Yuba County,27,,,NA,,,,10
Ramona Municipal Water District,3710019,1996,Surface Water Purchased,9330,Community,Other Residential Area,Local,185954955,129114.2496,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rancho California Water District,3310038,2000,Surface Water Purchased,42227,Community,Residential Area,Local,400518879.9,165614.6287,NA,NA,0,NA,NA,0,NA,NA,1,1,7/31/2007,Upper Santa Margarita,3,,,NA,,,,NA
Rancho Cordova  City Of,NA,2834,NA,NA,NA,NA,NA,15482.28193,719.1375792,NA,NA,0,NA,NA,1,11/8/2006,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rancho Del Campo Water System,3700859,NA,Groundwater,110,Community,Secondary Residences,Local,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rancho Del Paradiso Cal Water Svc Puc,NA,415,NA,NA,NA,NA,NA,140406.3335,3949.155937,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rancho Mirage  City Of,NA,2006,NA,NA,NA,NA,NA,60924624.72,45774.21032,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rancho Murieta Community Service District,3410005,2007,Surface Water,2614,Community,Residential Area,Local,14244632.38,19594.43754,NA,NA,0,NA,NA,1,11/8/2006,NA,1,1,7/11/2013,American River Basin IRWMP,21,,,NA,,,,NA
Rand Communities County Water District,1510016,2013,Groundwater,262,Community,Residential Area,Local,528098731.5,104315.6349,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Rawson Water District,NA,2018,NA,NA,NA,NA,NA,54271.27951,1217.170608,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 10,NA,2019,NA,NA,NA,NA,NA,43364555.44,42848.42384,NA,NA,0,NA,NA,0,NA,NA,1,1,2/1/2008,Yuba County,27,,,NA,,,,NA
Reclamation District No 1000,NA,2030,NA,NA,NA,NA,NA,70949233.28,35322.3595,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 1001,NA,2857,NA,NA,NA,NA,NA,129430671.7,77818.22359,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 1004,NA,2020,NA,NA,NA,NA,NA,94084233.21,69574.79195,NA,NA,0,NA,NA,0,NA,NA,1,1,12/12/2006,Sacramento Valley,33,,,NA,,,,NA
Reclamation District No 108,NA,2021,NA,NA,NA,NA,NA,239087235.5,102485.8065,30,5-21.67,1,2/1/1995,25,1,11/1/2008,82,2,1,7/1/2007,Yolo County,11,1,12/12/2006,Sacramento Valley,,,,33
Reclamation District No 150,NA,2844,NA,NA,NA,NA,NA,19880735.6,28749.74216,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 1500,NA,2859,NA,NA,NA,NA,NA,266366491.1,93551.65607,85,5-21.62,1,7/1/1997,54,1,2/1/2012,121,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 1600,NA,2860,NA,NA,NA,NA,NA,26651921.31,28619.63719,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 1606,NA,2022,NA,NA,NA,NA,NA,3162047.083,21105.46358,NA,NA,0,NA,NA,0,NA,NA,1,1,7/9/2014,Westside-San Joaquin,25,,,NA,,,,NA
Reclamation District No 1660,NA,2861,NA,NA,NA,NA,NA,59684649.3,38307.81773,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 2035,NA,2023,NA,NA,NA,NA,NA,85133511.33,47661.38314,30,5-21.67,1,4/25/1995,28,0,NA,NA,1,1,7/1/2007,Yolo County,11,,,NA,,,,NA
Reclamation District No 2039,NA,2024,NA,NA,NA,NA,NA,24128956.76,22764.13257,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 2054,NA,2863,NA,NA,NA,NA,NA,31285186.2,40151.81146,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 2056,NA,2864,NA,NA,NA,NA,NA,20467913.77,34630.39149,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 2058 Pescadero,NA,1892,NA,NA,NA,NA,NA,33866888.46,24670.03788,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 2064 River Junction,NA,2025,NA,NA,NA,NA,NA,21872923.64,27359.18799,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 2068,NA,2026,NA,NA,NA,NA,NA,53674159.94,62826.27863,107,5-21.66,1,1/9/1997,48,1,12/8/2005,47,1,1,7/2/2014,Westside Sacramento,15,,,NA,,,,100
Reclamation District No 2068,NA,2026,NA,NA,NA,NA,NA,53674159.94,62826.27863,30,5-21.67,1,1/9/1997,48,1,12/8/2005,47,1,1,7/2/2014,Westside Sacramento,15,,,NA,,,,100
Reclamation District No 2093,NA,2866,NA,NA,NA,NA,NA,17337029.28,22247.87556,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 2098,NA,2867,NA,NA,NA,NA,NA,20425856.06,23143.20327,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 307,NA,2845,NA,NA,NA,NA,NA,24316089.38,20156.01841,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 527,NA,2846,NA,NA,NA,NA,NA,4983478.367,10588.81499,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 537,NA,2847,NA,NA,NA,NA,NA,11759251.67,20440.52075,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 70,NA,2843,NA,NA,NA,NA,NA,79938572.41,47958.50275,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 730,NA,2848,NA,NA,NA,NA,NA,19035149.26,20686.32862,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 765,NA,2849,NA,NA,NA,NA,NA,5464663.08,10495.20272,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 777,NA,2850,NA,NA,NA,NA,NA,51230665.15,44921.39002,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 783,NA,2851,NA,NA,NA,NA,NA,25813881.65,32309.28836,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 784,NA,2027,NA,NA,NA,NA,NA,29067408.04,35383.38575,119,5-21.61,0,NA,NA,0,NA,NA,1,1,2/1/2008,Yuba County,27,,,NA,,,,10522
Reclamation District No 785,NA,2853,NA,NA,NA,NA,NA,12864518.99,17267.84662,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 787,NA,2854,NA,NA,NA,NA,NA,39400303.01,27458.14784,57,5-21.52,1,2/25/1997,50,1,11/16/2005,47.5,1,1,2/1/2009,,60,,,NA,,,,50
Reclamation District No 823,NA,2855,NA,NA,NA,NA,NA,19277299.45,23994.68756,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 827,NA,2856,NA,NA,NA,NA,NA,4978709.901,10569.19307,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 828,NA,2028,NA,NA,NA,NA,NA,2746266.523,7658.146138,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 900,NA,2029,NA,NA,NA,NA,NA,45158105.39,29668.60148,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No 999,NA,2879,NA,NA,NA,NA,NA,92299073.47,61256.4584,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Reclamation District No. 108/Knights Landing Ridge Drainage District,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,5-21.52,1,2/6/1995,25,1,11/14/2008,83.5,12/12/2006,1,12/12/2006,Sacramento Valley,33,,,NA,,,,33
Red Bluff  City Of,5210004,2031,Groundwater,4865,Community,Residential Area,Local,18563314.22,43907.02394,55,5-21.54,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,14076
Redcrest Water Works,NA,2032,NA,NA,NA,NA,NA,732623.3892,4272.567766,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Redding  City Of,4510005,2033,Surface Water,28160,Community,Residential Area,Local,1202478.778,4784.121014,NA,NA,1,1/27/1998,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Redding Area Water Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,5-6.03,1,1/27/1998,70,1,5/1/2007,64,1,1,1/27/2014,Upper Sacramento,9,,,NA,,,,NA
Redding Area Water Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,5-6.01,1,1/27/1998,70,1,5/1/2007,64,1,1,1/27/2014,Upper Sacramento,9,,,NA,,,,NA
Redding Area Water Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,5-6.04,1,1/27/1998,61,1,5/1/2007,64,1,1,1/27/2014,Upper Sacramento,9,,,NA,,,,NA
Redlands  City Of,3610037,2035,Surface Water,23242,Community,Residential Area,Local,67009352.65,104694.8749,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Redway Community Service District,1210011,2036,Surface Water,625,Community,Residential Area,Local,2509639.352,6133.497323,NA,NA,0,NA,NA,0,NA,NA,1,1,8/1/2014,North Coast,74,,,NA,,,,NA
Redwood City,4110022,2037,Surface Water Purchased,23154,Community,Residential Area,Local,62885071.35,60498.29006,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
Redwood Park Community Services District,800526,2039,Groundwater,39,Community,Residential Area,Local,21667.43783,625.7794134,NA,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,,,NA,,,,NA
